Date,Close
5/13/2019 16:00:00,72.8
5/14/2019 16:00:00,74.82
5/15/2019 16:00:00,75.64
5/16/2019 16:00:00,75.93
5/17/2019 16:00:00,75.8
5/20/2019 16:00:00,73.8
5/21/2019 16:00:00,74.96
5/22/2019 16:00:00,75
5/23/2019 16:00:00,74.4
5/24/2019 16:00:00,75.74
5/28/2019 16:00:00,76.02
5/29/2019 16:00:00,75.47
5/30/2019 16:00:00,76.15
5/31/2019 16:00:00,75.49
6/3/2019 16:00:00,75.87
6/4/2019 16:00:00,77
6/5/2019 16:00:00,78.54
6/6/2019 16:00:00,79.16
6/7/2019 16:00:00,80.99
6/10/2019 16:00:00,80.86
6/11/2019 16:00:00,81.62
6/12/2019 16:00:00,80.27
6/13/2019 16:00:00,80.07
6/14/2019 16:00:00,79.33
6/17/2019 16:00:00,80.35
6/18/2019 16:00:00,82.4
6/19/2019 16:00:00,82.25
6/20/2019 16:00:00,83.65
6/21/2019 16:00:00,83.5
6/24/2019 16:00:00,84.35
6/25/2019 16:00:00,84.13
6/26/2019 16:00:00,83.32
6/27/2019 16:00:00,83.66
6/28/2019 16:00:00,85.11
7/1/2019 16:00:00,84.62
7/2/2019 16:00:00,85.24
7/3/2019 13:00:00,85.74
7/5/2019 16:00:00,85.7
7/8/2019 16:00:00,85.98
7/9/2019 16:00:00,86
7/10/2019 16:00:00,85.72
7/11/2019 16:00:00,86.22
7/12/2019 16:00:00,86.52
7/15/2019 16:00:00,85.62
7/16/2019 16:00:00,86.13
7/17/2019 16:00:00,85.75
7/18/2019 16:00:00,86.56
7/19/2019 16:00:00,85.6
7/22/2019 16:00:00,86.3
7/23/2019 16:00:00,85.48
7/24/2019 16:00:00,86.1
7/25/2019 16:00:00,84.3
7/26/2019 16:00:00,85.74
7/29/2019 16:00:00,84.59
7/30/2019 16:00:00,83.51
7/31/2019 16:00:00,82.73
8/1/2019 16:00:00,82.37
8/2/2019 16:00:00,80.18
8/5/2019 16:00:00,76.22
8/6/2019 16:00:00,79.06
8/7/2019 16:00:00,81.12
8/8/2019 16:00:00,81.97
8/9/2019 16:00:00,81.98
8/12/2019 16:00:00,79.67
8/13/2019 16:00:00,80.81
8/14/2019 16:00:00,77.34
8/15/2019 16:00:00,76.93
8/16/2019 16:00:00,77.42
8/19/2019 16:00:00,78.62
8/20/2019 16:00:00,78.85
8/21/2019 16:00:00,81.37
8/22/2019 16:00:00,80.24
8/23/2019 16:00:00,78.41
8/26/2019 16:00:00,78.63
8/27/2019 16:00:00,79.46
8/28/2019 16:00:00,78.93
8/29/2019 16:00:00,79.92
8/30/2019 16:00:00,79.79
9/3/2019 16:00:00,77.98
9/4/2019 16:00:00,81.42
9/5/2019 16:00:00,82.7
9/6/2019 16:00:00,83.66
9/9/2019 16:00:00,83.55
9/10/2019 16:00:00,82.25
9/11/2019 16:00:00,83.59
9/12/2019 16:00:00,84.15
9/13/2019 16:00:00,84.55
9/16/2019 16:00:00,80.72
9/17/2019 16:00:00,81.69
9/18/2019 16:00:00,80.65
9/19/2019 16:00:00,80.86
9/20/2019 16:00:00,81.27
9/23/2019 16:00:00,80.78
9/24/2019 16:00:00,81.16
9/25/2019 16:00:00,79.28
9/26/2019 16:00:00,79.22
9/27/2019 16:00:00,78.52
9/30/2019 16:00:00,79.35
10/1/2019 16:00:00,78.21
10/2/2019 16:00:00,75.56
10/3/2019 16:00:00,76.73
10/4/2019 16:00:00,77.1
10/7/2019 16:00:00,77.41
10/8/2019 16:00:00,77.23
10/9/2019 16:00:00,80.79
10/10/2019 16:00:00,82.42
10/11/2019 16:00:00,83.04
10/14/2019 16:00:00,83.78
10/15/2019 16:00:00,84.17
10/16/2019 16:00:00,83.64
10/17/2019 16:00:00,83.71
10/18/2019 16:00:00,83.51
10/21/2019 16:00:00,83.77
10/22/2019 16:00:00,83.51
10/23/2019 16:00:00,83.68
10/24/2019 16:00:00,84.85
10/25/2019 16:00:00,85.18
10/28/2019 16:00:00,84.9
10/29/2019 16:00:00,84.67
10/30/2019 16:00:00,85.88
10/31/2019 16:00:00,85.35
11/1/2019 16:00:00,87.02
11/4/2019 16:00:00,88.55
11/5/2019 16:00:00,88.73
11/6/2019 16:00:00,88.46
11/7/2019 16:00:00,89.31
11/8/2019 16:00:00,89.35
11/11/2019 16:00:00,89.21
11/12/2019 16:00:00,88.85
11/13/2019 16:00:00,88.64
11/14/2019 16:00:00,88.84
11/15/2019 16:00:00,89.48
11/18/2019 16:00:00,89.03
11/19/2019 16:00:00,88.39
11/20/2019 16:00:00,88
11/21/2019 16:00:00,87.23
11/22/2019 16:00:00,87.39
11/25/2019 16:00:00,89.37
11/26/2019 16:00:00,90.16
11/27/2019 16:00:00,90.1
11/29/2019 13:00:00,89.32
12/2/2019 16:00:00,88.37
12/3/2019 16:00:00,87
12/4/2019 16:00:00,87.9
12/5/2019 16:00:00,88.1
12/6/2019 16:00:00,88.6
12/9/2019 16:00:00,88.02
12/10/2019 16:00:00,87.98
12/11/2019 16:00:00,88.63
12/12/2019 16:00:00,89.04
12/13/2019 16:00:00,89.83
12/16/2019 16:00:00,90.99
12/17/2019 16:00:00,89.67
12/18/2019 16:00:00,89.3
12/19/2019 16:00:00,89.48
12/20/2019 16:00:00,91
12/23/2019 16:00:00,91.72
12/24/2019 13:00:00,91.53
12/26/2019 16:00:00,92.26
12/27/2019 16:00:00,93.31
12/30/2019 16:00:00,93.07
12/31/2019 16:00:00,93.27
1/2/2020 16:00:00,94.28
1/3/2020 16:00:00,93.44
1/6/2020 16:00:00,93.42
1/7/2020 16:00:00,92.54
1/8/2020 16:00:00,93.3
1/9/2020 16:00:00,94.5
1/10/2020 16:00:00,94.08
1/13/2020 16:00:00,95.47
1/14/2020 16:00:00,95.7
1/15/2020 16:00:00,96.18
1/16/2020 16:00:00,96.45
1/17/2020 16:00:00,97.18
1/21/2020 16:00:00,94.06
1/22/2020 16:00:00,93.6
1/23/2020 16:00:00,92.27
1/24/2020 16:00:00,91.19
1/27/2020 16:00:00,88.67
1/28/2020 16:00:00,88.92
1/29/2020 16:00:00,89.65
1/30/2020 16:00:00,88.85
1/31/2020 16:00:00,87.18
2/3/2020 16:00:00,87.58
2/4/2020 16:00:00,90.62
2/5/2020 16:00:00,91.28
2/6/2020 16:00:00,91.84
2/7/2020 16:00:00,90
2/10/2020 16:00:00,90.55
2/11/2020 16:00:00,90.36
2/12/2020 16:00:00,92.66
2/13/2020 16:00:00,91.43
2/14/2020 16:00:00,90.09
2/18/2020 16:00:00,88.65
2/19/2020 16:00:00,90.61
2/20/2020 16:00:00,89
2/21/2020 16:00:00,88.02
2/24/2020 16:00:00,83.15
2/25/2020 16:00:00,81.52
2/26/2020 16:00:00,82.5
2/27/2020 16:00:00,79.35
2/28/2020 16:00:00,82.72
3/2/2020 16:00:00,85.32
3/3/2020 16:00:00,83.22
3/4/2020 16:00:00,87.11
3/5/2020 16:00:00,82.95
3/6/2020 16:00:00,81.47
3/9/2020 16:00:00,75.46
3/10/2020 16:00:00,78.61
3/11/2020 16:00:00,73.66
3/12/2020 16:00:00,66.81
3/13/2020 16:00:00,73.57
3/16/2020 16:00:00,64.25
3/17/2020 16:00:00,69
3/18/2020 16:00:00,62.53
3/19/2020 16:00:00,62.51
3/20/2020 16:00:00,63.21
3/23/2020 16:00:00,66.53
3/24/2020 16:00:00,72.86
3/25/2020 16:00:00,79.98
3/26/2020 16:00:00,80.51
3/27/2020 16:00:00,74.46
3/30/2020 16:00:00,77.5
3/31/2020 16:00:00,74.41
4/1/2020 16:00:00,70.6
4/2/2020 16:00:00,70.98
4/3/2020 16:00:00,69.82
4/6/2020 16:00:00,74.27
4/7/2020 16:00:00,74.55
4/8/2020 16:00:00,74.85
4/9/2020 16:00:00,76.69
4/13/2020 16:00:00,75.9
4/14/2020 16:00:00,77.58
4/15/2020 16:00:00,74.25
4/16/2020 16:00:00,74.75
4/17/2020 16:00:00,78.52
4/20/2020 16:00:00,77.14
4/21/2020 16:00:00,76.04
4/22/2020 16:00:00,77.02
4/23/2020 16:00:00,74.56
4/24/2020 16:00:00,75.06
4/27/2020 16:00:00,76.2
4/28/2020 16:00:00,77.15
4/29/2020 16:00:00,78.5
4/30/2020 16:00:00,76.98
5/1/2020 16:00:00,75.87
5/4/2020 16:00:00,74.43
5/5/2020 16:00:00,73.3
5/6/2020 16:00:00,72.88
5/7/2020 16:00:00,75.12
5/8/2020 16:00:00,77.09
5/11/2020 16:00:00,75.96
5/12/2020 16:00:00,74.68
5/13/2020 16:00:00,72.23
5/14/2020 16:00:00,72.11
5/15/2020 16:00:00,72.06
5/18/2020 16:00:00,76.64
5/19/2020 16:00:00,77.36
5/20/2020 16:00:00,79.37
5/21/2020 16:00:00,79.05
5/22/2020 16:00:00,77.91
5/26/2020 16:00:00,79.76
5/27/2020 16:00:00,82.69
5/28/2020 16:00:00,85.07
5/29/2020 16:00:00,84.15
6/1/2020 16:00:00,85.19
6/2/2020 16:00:00,86.39
6/3/2020 16:00:00,89.1
6/4/2020 16:00:00,88.32
6/5/2020 16:00:00,90.42
6/8/2020 16:00:00,90.85
6/9/2020 16:00:00,89.7
6/10/2020 16:00:00,90.71
6/11/2020 16:00:00,83.63
6/12/2020 16:00:00,86.29
6/15/2020 16:00:00,85.26
6/16/2020 16:00:00,84.65
6/17/2020 16:00:00,85
6/18/2020 16:00:00,84.43
6/19/2020 16:00:00,84.06
6/22/2020 16:00:00,85.8
6/23/2020 16:00:00,87.81
6/24/2020 16:00:00,86.02
6/25/2020 16:00:00,87.29
6/26/2020 16:00:00,87.4
6/29/2020 16:00:00,87.8
6/30/2020 16:00:00,88.43
7/1/2020 16:00:00,88.8
7/2/2020 16:00:00,89.99
7/6/2020 16:00:00,91.04
7/7/2020 16:00:00,90.41
7/8/2020 16:00:00,91.49
7/9/2020 16:00:00,91
7/10/2020 16:00:00,91
7/13/2020 16:00:00,91.5
7/14/2020 16:00:00,92.67
7/15/2020 16:00:00,93.71
7/16/2020 16:00:00,93.02
7/17/2020 16:00:00,94
7/20/2020 16:00:00,94.55
7/21/2020 16:00:00,94
7/22/2020 16:00:00,94.15
7/23/2020 16:00:00,92.55
7/24/2020 16:00:00,93.22
7/27/2020 16:00:00,90.8
7/28/2020 16:00:00,90.09
7/29/2020 16:00:00,91.46
7/30/2020 16:00:00,89.04
7/31/2020 16:00:00,86.29
8/3/2020 16:00:00,87.78
8/4/2020 16:00:00,87.7
8/5/2020 16:00:00,88.89
8/6/2020 16:00:00,89.5
8/7/2020 16:00:00,88.5
8/10/2020 16:00:00,87.95
8/11/2020 16:00:00,88.99
8/12/2020 16:00:00,92.38
8/13/2020 16:00:00,92.36
8/14/2020 16:00:00,91.54
8/17/2020 16:00:00,92.42
8/18/2020 16:00:00,92.13
8/19/2020 16:00:00,91.42
8/20/2020 16:00:00,91.19
8/21/2020 16:00:00,91.11
8/24/2020 16:00:00,92.9
8/25/2020 16:00:00,94.32
8/26/2020 16:00:00,95.72
8/27/2020 16:00:00,94.64
8/28/2020 16:00:00,94.57
8/31/2020 16:00:00,93.74
9/1/2020 16:00:00,94.42
9/2/2020 16:00:00,97.35
9/3/2020 16:00:00,96.22
9/4/2020 16:00:00,96.56
9/8/2020 16:00:00,94.89
9/9/2020 16:00:00,95.14
9/10/2020 16:00:00,94.79
9/11/2020 16:00:00,99
9/14/2020 16:00:00,99.7
9/15/2020 16:00:00,100.38
9/16/2020 16:00:00,100.23
9/17/2020 16:00:00,100.18
9/18/2020 16:00:00,98.8
9/21/2020 16:00:00,94
9/22/2020 16:00:00,92.53
9/23/2020 16:00:00,92.44
9/24/2020 16:00:00,93.9
9/25/2020 16:00:00,93.95
9/28/2020 16:00:00,94.34
9/29/2020 16:00:00,96
9/30/2020 16:00:00,94.23
